Loop ID,EDI Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Hardcode,Extract layout name,Position,Level,Mapping Logic,COMMENTS,PIEDMONT
2330E,2330E.REF01,Reference Identification Qualifier,,,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,,
2330E,2330E.REF02,Reference Identification,,,,,,,,,,
"LOOP 2330F - OTHER PAYER SERVICE FACILITY
LOCATION",,,,,,,,,,,,
2330F,NM1,Other Payer Service Facility Location,,,,,,,,,,
2330F,2330F.NM101,Entity Identifier Code,,,77 Service Location,,,,,,,
2330F,2330F.NM102,Entity Type Qualifier,,,2 Non-Person Entity,,,,,,,
2330F,REF,Other Payer Service Facility Location Identification (Required),,,,,,,,,,
2330F,2330F.REF01,Reference Identification Qualifier,,,"0B State License Number
G2 Provider Commercial Number
LU Location Number",,,,,,,
2330F,2330F.REF02,Reference Identification,,,,,,,,,,
"LOOP 2330G - OTHER PAYER RENDERING
PROVIDER NAME",,,,,,,,,,,,
2330G,NM1,Other Payer Rendering Provider Name,,,,,,,,,,
2330G,2330G.NM101,Entity Identifier Code,,,82 Rendering Provider,,,,,,,
2330G,2330G.NM102,Entity Type Qualifier,,,1 Person,,,,,,,
2330G,REF,Other Payer Rendering Provider Secondary Identification (Required),,,,,,,,,,
2330G,2330G.REF01,Reference Identification Qualifier,,,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,,
2330G,2330G.REF02,Reference Identification,,,,,,,,,,
"LOOP 2330H - OTHER PAYER REFERRING
PROVIDER",,,,,,,,,,,,
2330H,NM1,Other Payer Referring Provider,,,,,,,,,,
2330H,2330H.NM101,Entity Identifier Code,,,DN Referring Provider,,,,,,,
2330H,2330H.NM102,Entity Type Qualifier,,,1 Person,,,,,,,
2330H,REF,Other Payer Referring Provider Secondary Identification (Required),,,,,,,,,,
2330H,2330H.REF01,Reference Identification Qualifier,,,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number",,,,,,,
2330H,2330H.REF02,Reference Identification,,,,,,,,,,
LOOP 2330I - OTHER PAYER BILLING PROVIDER,,,,,,,,,,,,
2330I,NM1,Other Payer Billing Provider,,,,,,,,,,
2330I,2330I.NM101,Entity Identifier Code,,,85 Billing Provider,,,,,,,
2330I,2330I.NM102,Entity Type Qualifier,,,2 Non-Person Entity,,,,,,,
2330I,REF,Other Payer Billing Provider Secondary Identification (Required),,,,,,,,,,
2330I,2330I.REF01,Reference Identification Qualifier,,,"G2 Provider Commercial Number
LU Location Number",,,,,,,
2330I,2330I.REF02,Reference Identification,,,,,,,,,,
LOOP 2400 - SERVICE LINE NUMBER,,,,,,,,,,,,
2400,LX,Service Line Number (Required),,R,,,,,,,,
2400,2400.LX01,Assigned Number,Number assigned for differentiation within a transaction set,R,,,LINE_SEQ,382,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/claimLineId
2400,SV2,Institutional Service Line (Required),,R,,,,,,,,
2400,2400.SV201,Product/Service ID,Identifying number for a product or service,R,,SUB_REV_CODE,SUB_REV_CODE,385,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/revenueCode
2400,2400.SV202.01,Product/Service ID Qualifier,Code identifying the type/source of the descriptive number used in Product/Service ID (234),R,"ER Jurisdiction Specific Procedure and Supply Codes
HC Health Care Financing Administration Common
Procedural Coding System (HCPCS) Codes
HP Health Insurance Prospective Payment System
(HIPPS) Skilled Nursing Facility Rate Code
IV Home Infusion EDI Coalition (HIEC) Product/Service
Code
WK Advanced Billing Concepts (ABC) Codes","Hardcode as ""HC""",,,,,,
2400,2400.SV202.02,Product/Service ID,Identifying number for a product or service,R,,,SUB_HCPCS,386,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/serviceCode
2400,2400.SV202.03,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,,SUB_MOD_01,387,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/modifierList/string
2400,2400.SV202.04,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,,SUB_MOD_02,388,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/modifierList/string
2400,2400.SV202.05,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,,SUB_MOD_03,389,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/modifierList/string
2400,2400.SV202.06,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,,SUB_MOD_04,390,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/modifierList/string
2400,2400.SV202.07,Description,A free-form description to clarify the related data elements and their content,S,,,SUB_HCPCS_DESC,829,Line,,,
2400,2400.SV203,Monetary Amount,Monetary amount,R,,,SUB_AMOUNT,397,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/requestedAmount
2400,2400.SV204,Unit or Basis for Measurement Code,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",R,"DA Days
UN Unit",Hardcode as 'UN',,,,,,
2400,2400.SV205,Quantity,Numeric value of quantity,R,,,SUB_UNITS,396,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/units
2400,2400.SV207,Monetary Amount,Monetary amount,S,,,,,,,,
2400,PWK,Line Supplemental Information,,,,,,,,,,
2400,2400.PWK01,Report Type Code,,,"03 Report Justifying Treatment Beyond Utilization
Guidelines
04 Drugs Administered
05 Treatment Diagnosis
06 Initial Assessment
07 Functional Goals
08 Plan of Treatment
09 Progress Report
10 Continued Treatment
11 Chemical Analysis
13 Certified Test Report
15 Justification for Admission
21 Recovery Plan
A3 Allergies/Sensitivities Document
A4 Autopsy Report
AM Ambulance Certification
AS Admission Summary
B2 Prescription
B3 Physician Order
B4 Referral Form
BR Benchmark Testing Results
BS Baseline
BT Blanket Test Results
CB Chiropractic Justification
CK Consent Form(s)
CT Certification
D2 Drug Profile Document
DA Dental Models
DB Durable Medical Equipment Prescription
DG Diagnostic Report
DJ Discharge Monitoring Report
DS Discharge Summary
EB Explanation of Benefits (Coordination of Benefits or
Medicare Secondary Payor)
HC Health Certificate
HR Health Clinic Records
I5 Immunization Record
IR State School Immunization Records
LA Laboratory Results
M1 Medical Record Attachment
MT Models
NN Nursing Notes
OB Operative Note
OC Oxygen Content Averaging Report
OD Orders and Treatments Document
OE Objective Physical Examination (including vital
signs) Document
OX Oxygen Therapy Certification
OZ Support Data for Claim
P4 Pathology Report
P5 Patient Medical History Document
PE Parenteral or Enteral Certification
PN Physical Therapy Notes
PO Prosthetics or Orthotic Certification
PQ Paramedical Results
PY Physician’s Report
PZ Physical Therapy Certification
RB Radiology Films
RR Radiology Reports
RT Report of Tests and Analysis Report
RX Renewable Oxygen Content Averaging Report
SG Symptoms Document
V5 Death Notification
XP Photographs",,,,,,,
2400,2400.PWK02,Report Transmission Code,,,"AA Available on Request at Provider Site
BM By Mail
EL Electronically Only
EM E-Mail
FT File Transfer
FX By Fax",,,,,,,
2400,2400.PWK05,Identification Code Qualifier,,,AC Attachment Control Number,,,,,,,
2400,2400.PWK06,Identification Code,,,,,,,,,,
2400,DTP,Date - Service Date,,S,,,,,,,,
2400,2400.DTP01,Date/Time Qualifier,"Code specifying type of date or time, or both date and time",R,472 Service,"Hardcode as ""472""",,,,,,
2400,2400.DTP02,Date Time Period Format Qualifier,"Code indicating the date format, time format, or date and time format",R,"D8 Date Expressed in Format CCYYMMDD
RD8 Range of Dates Expressed in Format CCYYMMDDCCYYMMDD","Hardcode ""RD8""  if LINE_END_DOS is present. Else D8.",,,,,,
2400,2400.DTP03,Date Time Period,"Expression of a date, a time, or range of dates, times or dates and times",R,,,LINE_BEGIN_DOS + LINE_END_DOS separated by hyphen,383 + 384,Line,,,"ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/serviceStartDate ""-"" ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/serviceEndDate"
2400,REF,Line Item Control Number,,S,,,,,,,,
2400,2400.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,6R Provider Control Number,,,,,,,
2400,2400.REF02,Reference Identification,Reference information as defined for a particular Transaction Set or as specified by the Reference Identification Qualifier,R,,,,,,,,
2400,REF,REF Repriced Line Item Reference Number,,,,,,,,,,
2400,2400.REF01,Reference Identification Qualifier,,,9B Repriced Line Item Reference Number,,,,,,,
2400,2400.REF02,Reference Identification,,,,,,,,,,
2400,REF,Adjusted Repriced Line Item Reference Number,,,,,,,,,,
2400,2400.REF01,Reference Identification Qualifier,,,9D Adjusted Repriced Line Item Reference Number,,,,,,,
2400,2400.REF02,Reference Identification,,,,,,,,,,
2400,AMT,Service Tax Amount,,,,,,,,,,
2400,2400.AMT01,Amount Qualifier Code,,,GT Goods and Services Tax,,,,,,,
2400,2400.AMT02,Monetary Amount,,,,,,,,,,
2400,AMT,Facility Tax Amount,,,,,,,,,,
2400,2400.AMT01,Amount Qualifier Code,,,N8 Miscellaneous Taxes,,,,,,,
2400,2400.AMT02,Monetary Amount,,,,,,,,,,
2400,NTE,Third Party Organization Notes,,,,,,,,,,
2400,2400.NTE01,Note Reference Code,,,TPO Third Party Organization Notes,,,,,,,
2400,2400.NTE02,Description,,,,,,,,,,
2400,HCP,Line Pricing/Repricing Information,,,,,,,,,,
2400,2400.HCP01,Pricing Methodology,,,"00 Zero Pricing (Not Covered Under Contract)
01 Priced as Billed at 100%
02 Priced at the Standard Fee Schedule
03 Priced at a Contractual Percentage
04 Bundled Pricing
05 Peer Review Pricing
06 Per Diem Pricing
07 Flat Rate Pricing
08 Combination Pricing
09 Maternity Pricing
10 Other Pricing
11 Lower of Cost
12 Ratio of Cost
13 Cost Reimbursed
14 Adjustment Pricing",Hardcode as 03,,,,,,
2400,2400.HCP02,Monetary Amount,,,,,ALLOWED_AMOUNT,,Line,,,
2400,2400.HCP03,Monetary Amount,,,,,PPO_discount,,Line,,,
2400,2400.HCP04,Reference Identification,,,,,PPO_ID,,Line,,,
2400,2400.HCP05,Rate,,,,,,,,,,
2400,2400.HCP06,Reference Identification,,,,,,,,,,
2400,2400.HCP07,Monetary Amount,,,,,,,,,,
2400,2400.HCP08,Product/Service ID,,,,,,,,,,
2400,2400.HCP09,Product/Service ID Qualifier,,,"ER Jurisdiction Specific Procedure and Supply Codes
HC Health Care Financing Administration Common
Procedural Coding System (HCPCS) Codes
HP Health Insurance Prospective Payment System
(HIPPS) Skilled Nursing Facility Rate Code
IV Home Infusion EDI Coalition (HIEC) Product/Service
Code
WK Advanced Billing Concepts (ABC) Codes",,,,,,,
2400,2400.HCP10,Product/Service ID,,,,,,,,,,
2400,2400.HCP11,Unit or Basis for Measurement Code,,,"DA Days
UN Unit",Hardcode as 'UN',,,,,,
2400,2400.HCP12,Quantity,,,,,ALLOWED_UNITS,,Line,,,
2400,2400.HCP13,Reject Reason Code,,,"T1 Cannot Identify Provider as TPO (Third Party
Organization) Participant
T2 Cannot Identify Payer as TPO (Third Party
Organization) Participant
T3 Cannot Identify Insured as TPO (Third Party
Organization) Participant
T4 Payer Name or Identifier Missing
T5 Certification Information Missing
T6 Claim does not contain enough information for repricing",,,,,,,
2400,2400.HCP14,Policy Compliance Code,,,"1 Procedure Followed (Compliance)
2 Not Followed - Call Not Made (Non-Compliance Call
Not Made)
3 Not Medically Necessary (Non-Compliance Non-
Medically Necessary)
4 Not Followed Other (Non-Compliance Other)
5 Emergency Admit to Non-Network Hospital",,,,,,,
2400,2400.HCP15,Exception Code,,,"1 Non-Network Professional Provider in Network
Hospital
2 Emergency Care
3 Services or Specialist not in Network
4 Out-of-Service Area
5 State Mandates
6 Other",,,,,,,
LOOP 2410 - DRUG IDENTIFICATION,,,,,,,,,,,,
2410,LIN,Drug Identification,,S,,,,,,,,
2410,2410.LIN02,Product/Service ID Qualifier,Code identifying the type/source of the descriptive number used in Product/Service ID (234),R,N4 National Drug Code in 5-4-2 Format,"Hardcode as ""N4""",,,,,,
2410,2410.LIN03,Product/Service ID,Identifying number for a product or service,R,,SUB_NDC,SUB_NDC,399,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/ndcCodes/NDCCode/ndcCode
2410,CTP,Drug Quantity (Required),,R,,,,,,,,
2410,2410.CTP04,Quantity,Numeric value of quantity,R,,SUB_NDC_UNITS,SUB_NDC_UNITS,400,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/ndcCodes/NDCCode/quantity
2410,2410.CTP05,COMPOSITE UNIT OF MEASURE,To identify a composite unit of measure,R,,,,,,,,
2410,2410.CTP05.01,Unit or Basis for Measurement Code,"Code specifying the units in which a value is being expressed, or manner in which a measurement has been taken",R,"F2 International Unit
GR Gram
ME Milligram
ML Milliliter
UN Unit",SUB_NDC_UNITS_TYPE,SUB_NDC_UNITS_TYPE,401,Line,,,ClaimServiceStronglyTypedOBResponseRoot/ClaimServiceStronglyTypedOBResponse/getClaimDetailsByHccIDResponseRecordList/getClaimDetailsByHccIDResponseRecord/getClaimDetailsByHccIDResponse/claimDetails/claimExtract/EOBPaymentInformation/eobClaimDetail/claim/claimLine/claimLine/ndcCodes/NDCCode/measurementType
2410,REF,Prescription or Compound Drug Association Number,,,,,,,,,,
2410,2410.REF01,Reference Identification Qualifier,,,"VY Link Sequence Number
XZ Pharmacy Prescription Number",,,,,,,
2410,2410.REF02,Reference Identification,,,,,,,,,,
LOOP 2420A - OPERATING PHYSICIAN NAME,,,,,,,,,,,,
2420A,NM1,Operating Physician Name,,,,,,,,,,
2420A,2420A.NM101,Entity Identifier Code,,,72 Operating Physician,,,,,,,
2420A,2420A.NM102,Entity Type Qualifier,,,1 Person,,,,,,,
2420A,2420A.NM103,Name Last or Organization Name,,,,,,,,,,
2420A,2420A.NM104,Name First,,,,,,,,,,
2420A,2420A.NM105,Name Middle,,,,,,,,,,
2420A,2420A.NM107,Name Suffix,,,,,,,,,,
2420A,2420A.NM108,Identification Code Qualifier,,,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,,
2420A,2420A.NM109,Identification Code,,,,,,,,,,
2420A,REF,Operating Physician Secondary Identification,,,,,,,,,,
2420A,2420A.REF01,Reference Identification Qualifier,,,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,,
2420A,2420A.REF02,Reference Identification,,,,,,,,,,
2420A,2420A.REF04.01,Reference Identification Qualifier,,,2U Payer Identification Number,,,,,,,
2420A,2420A.REF04.02,Reference Identification,,,,,,,,,,
"LOOP 2420B - OTHER OPERATING PHYSICIAN
NAME",,,,,,,,,,,,
2420B,NM1,Other Operating Physician Name,,,,,,,,,,
2420B,2420B.NM101,Entity Identifier Code,,,ZZ Mutually Defined,,,,,,,
2420B,2420B.NM102,Entity Type Qualifier,,,1 Person,,,,,,,
2420B,2420B.NM103,Name Last or Organization Name,,,,,,,,,,
2420B,2420B.NM104,Name First,,,,,,,,,,
2420B,2420B.NM105,Name Middle,,,,,,,,,,
2420B,2420B.NM107,Name Suffix,,,,,,,,,,
2420B,2420B.NM108,Identification Code Qualifier,,,"XX Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,,,
2420B,2420B.NM109,Identification Code,,,,,,,,,,
2420B,REF,Other Operating Physician Secondary Identification,,,,,,,,,,
2420B,2420B.REF01,Reference Identification Qualifier,,,"0B State License Number
1G Provider UPIN Number
G2 Provider Commercial Number
LU Location Number",,,,,,,
2420B,2420B.REF02,Reference Identification,,,,,,,,,,
2420B,2420B.REF04.01,Reference Identification Qualifier,,,2U Payer Identification Number,,,,,,,
2420B,2420B.REF04.02,Reference Identification,,,,,,,,,,
LOOP 2420C - RENDERING PROVIDER NAME,,,,,,,,,,,,
2420C,NM1,Rendering Provider Name,,S,,,,,,,,
2420C,2420C.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an individual",R,82 Rendering Provider,,,,,,,
2420C,2420C.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,1 Person,,,,,,,
2420C,2420C.NM103,Name Last or Organization Name,Individual last name or organizational nam,R,,,,,,,,
