File Component,Field Name,Field Description,Level,Type,Length,"Fixed Width
files only",,Repricer,Position,Secomdary Editing,Position,
Detail,CLAIM_ADJ_CODE_04,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8690,8699,N,788,N,,
Detail,CLAIM_ADJ_TYPE_04,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8700,8701,N,789,N,,
Detail,CLAIM_ADJUSTOR_ID_04,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8702,8721,N,790,N,,
Detail,CLAIM_ADJ_CODE_05,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8722,8731,N,791,N,,
Detail,CLAIM_ADJ_TYPE_05,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8732,8733,N,792,N,,
Detail,CLAIM_ADJUSTOR_ID_05,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8734,8753,N,793,N,,
Detail,CLAIM_ADJ_CODE_06,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8754,8763,N,794,N,,
Detail,CLAIM_ADJ_TYPE_06,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8764,8765,N,795,N,,
Detail,CLAIM_ADJUSTOR_ID_06,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8766,8785,N,796,N,,
Detail,CLAIM_ADJ_CODE_07,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8786,8795,N,797,N,,
Detail,CLAIM_ADJ_TYPE_07,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8796,8797,N,798,N,,
Detail,CLAIM_ADJUSTOR_ID_07,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8798,8817,N,799,N,,
Detail,CLAIM_ADJ_CODE_08,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8818,8827,N,800,N,,
Detail,CLAIM_ADJ_TYPE_08,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8828,8829,N,801,N,,
Detail,CLAIM_ADJUSTOR_ID_08,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8830,8849,N,802,N,,
Detail,CLAIM_ADJ_CODE_09,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8850,8859,N,803,N,,
Detail,CLAIM_ADJ_TYPE_09,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8860,8861,N,804,N,,
Detail,CLAIM_ADJUSTOR_ID_09,This is the username for the individual that processed the adjustment in the client's claim system and is associated with the claim line adjusted.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8862,8881,N,805,N,,
Detail,CLAIM_ADJ_CODE_10,"This field is the client’s adjustment code, as maintained in their system.  Should this information be needed for further data analysis, a detailed mapping will be requested from the client.  Mapping and/or descriptions will not be stored at this time.  This field is claim level.",Claim,Text,10,8882,8891,N,806,N,,
Detail,CLAIM_ADJ_TYPE_10,"This field defines the source of the claim level adjustment that was completed by the client.  Examples might be Internally Generated, Contractual, Government Mandate, etc.  Expected if corresponding CLAIM_ADJ_CODE is present.",Claim,Text,2,8892,8893,N,807,N,,
Detail,CLAIM_ADJUSTOR_ID_10,Client employee who actually made the claim level adjustment.  Expected if corresponding CLAIM_ADJ_CODE is present.,Claim,Text,20,8894,8913,N,808,N,,
Detail,ANESTHESIA_TIME,This field represents the amount of time that anesthesia was administered to the patient during the service provided.  Time is submitted in whole minutes.,Line,"Numeric
9(10)",10,8914,8923,N,809,N,,
Detail,CHECK_NUM,This field stores the actual check number on which this claim was paid. For incoming (TBA) claims the field should be left blank. The actual check number is populated in the history file.,Claim,Text,25,8924,8948,N,810,N,,
Detail,PLATFORM_CODE,"Please provide the name of the claim system used to process the claim.  Examples are Nasco, Facets, Amysis, Power MHS, etc.",Claim,Text,20,8949,8968,N,811,N,,
Detail,DATA_SOURCE,"The value in this field defines from where the claim data was pulled within the client’s platform. For example, if the client is a Facets client, the client platform would be Facets and the data may have been pulled from the Data Warehouse.",Claim,Text,20,8969,8988,N,812,N,,
Detail,EMERGENCY_INDICATOR_YN,"Is populated if the service was emergency service.  This field defines whether or not the service being billed is the result of an EPSDT screening service and is required by CMS when Medicaid services are the result of a screening referral.  The screening service would be submitted with the value 'N'.  A 'Y' value indicates EPSDT involvement; an 'N' value indicates no EPSDT involvement. (2400, SV111)",Line,Text,1,8989,8989,N,813,N,,
Detail,PAPER_INDICATOR,"Claim submission type. Valid values are:
P - Paper
E - Electronic",Claim,Text,1,8990,8990,N,814,N,,
Detail,CIT_RESTRICTED_ID,This field is a free-form field used to define CIT restrictions that allow clients to define an appropriate level of security for internal data access. This field is not to be used until the client and Implementation Services Director determine a need.,Claim,Text,25,8991,9015,N,815,N,,
Detail,CV_US_ONLY_YN,The value in this field indicates whether the claim has to be routed to U.S. only resources. A 'Y' value indicates the claim has to be routed to U.S. only resources.,Claim,Text,1,9016,9016,N,816,N,,
Detail,CDF_TEXT_01,Line level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.  Data provided in this field will be reflected on the Invoice Detail Report (IDR).,Line,Text,32,9017,9048,N,817,N,,
Detail,CDF_TEXT_02,Line level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.  Data provided in this field will be reflected on the Invoice Detail Report (IDR).,Line,Text,32,9049,9080,N,818,N,,
Detail,CDF_TEXT_03,Line level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.  Data provided in this field will be reflected on the Invoice Detail Report (IDR).,Line,Text,32,9081,9112,N,819,N,,
Detail,CLAIM_CDF_TEXT_01,Claim level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.,Claim,Text,32,9113,9144,N,820,N,,
Detail,CLAIM_CDF_TEXT_02,Claim level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.,Claim,Text,32,9145,9176,N,821,N,,
Detail,CLAIM_CDF_TEXT_03,Claim level client defined field.  Use of this field should be discussed to ensure proper utilization and storage prior to the addition of data in the file.,Claim,Text,32,9177,9208,N,822,N,,
Detail,SUB_MEMBER_GROUP_NUMBER,The value in this field represents the Subscriber's group number ( 2000B.SBR03 ),Claim,,,9209,9208,Y,823,Y,,
Detail,SUB_CLAIM_FILING_CODE,"The claim filing indicator is a CMS value that identifies the type of insurance for the submitted claim.  This is not to be confused with the CLAIM_TYPE of this layout. Expected values are found on a separate tab.  (2000B, SBR02) (2000C, PAT06)",Claim,,,9209,9208,Y,824,Y,,
Detail,ASSIGNMENT_ACCEPTANCE,"The value in this field represents whether the Provider agrees to accept assignment under terms of the
payer's program, select ""Yes"" from the drop-down list. Otherwise,
select ""No."" (2300.CLM08)",Claim,,,9209,9208,Y,825,Y,,
Detail,INFORMATION_RELEASE,"The value in this field represents whether the Patient has signed the release, allowing the sharing of the information (2300.CLM09)",Claim,,,9209,9208,Y,826,Y,,
Detail,REPRICER_NAME/EXTERNAL_EDITOR,The value in the field represent the Name of the Repricer,Line,,,9209,9208,Y,827,Y,,
Detail,CLAIM_FREQUENCY_CODE,"This code specifies the frequency of the claim and is the third position of the UBC Form Bill Type.  (2300, CLM05-3)",Claim,,,9209,9208,Y,828,Y,,
Detail,SUB_HCPCS_DESC,The value in this field represents the Level1 (CPT) or Level2 (HCPCS) procedure code description submitted by the provider for this service line (2400.SV202.07),Line,,,9209,9208,Y,829,Y,,
Detail,PPO_discount,The value in the field represent the difference in the Billed and allowed amount,Line,,,9209,9208,Y,,Y,,
Detail,PPO_ID,The value in the field represent the Benfit network name,Line,,,9209,9208,,,Y,,
Detail,DRG_Rate,The value in this field represents the DRG rate,Line,,,9209,9208,,,Y,,
Detail,CLAIM_NUM,The value in this field represent the claim fact key or the Claim versioning number.,Claim,,,9209,9208,Y,,Y,,
Detail,RECORD_IDENTIFIER,The value in this field represent the unique identifier of a claim record used for tracking,Claim,,,9209,9208,Y,,Y,,
Detail,RAY_IDENTIFIER,The value in this field represent the unique identifier of a claim used for tracking even during retry the claim,Claim,,,9209,9208,Y,,Y,,
Detail,EXECUTION_IDENTIFIER,The value in this field represent the unique identifier on a job level used for tracking,Claim,,,9209,9208,Y,,Y,,
