EDILoopID. Segment,EDI Data Element Name,EDI Element Description,Usage,Enumeration Values,Sample values,Encounter Mapping,HRP Element Description,Transformation Logic,Comments
NM1,Segment - NM1 Referring Provider Name (Situational),,,,,,,,
2420F.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an individual",R,"DN :Referring Provider
P3 :Primary Care Provider",,,,,
2420F.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,,,,,,
2420F.NM103,Name Last or Organization Name,Individual last name or organizational name,R,,,,,,
2420F.NM104,Name First,Individual first name,S,,,,,,
2420F.NM105,Name Middle,Individual middle name or initial,S,,,,,,
2420F.NM107,Name Suffix,Suffix to individual name,S,,,,,,
2420F.NM108,Identification Code Qualifier,"Code designating the system/method of code structure used for Identification
Code (67)",S,"XX :  Centers for Medicare and Medicaid Services
National Provider Identifier",,,,,
2420F.NM109,Identification Code,Code identifying a party or other code,S,,,,,,
REF,Segment - REF Referring Provider Secondary Identification (Situational),,,,,,,,
2420F.REF01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,"0B: State License Number
1G : Provider UPIN Number
G2 : Provider Commercial Number",,,,,
2420F.REF02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
2420F.REF04.01,Reference Identification Qualifier,Code qualifying the Reference Identification,R,2U : Payer Identification Number,,,,,
2420F.REF04.02,Reference Identification,"Reference information as defined for a particular Transaction Set or as specified
by the Reference Identification Qualifier",R,,,,,,
Loop 2420G — AMBULANCE PICK-UP LOCATION (Situational) Loop Repeat: 1,,,,,,,,,
NM1,Segment - NM1 Ambulance Pick-up Location (Situational),,,,,,,,
2420G.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,PW : Pickup Address,,,,,
2420G.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,2 : Non-Person Entity,,,,,
N3,Segment- N3 Ambulance Pick-up Location Address (Required),,,,,,,,
2420G.N301,Address Information,Address Information,R,,,,Address line 1,,
2420G.N302,Address Information,Address Information,S,,,,Address line 2,,
N4,"Segment - N4 Ambulance Pick-up Location City, State, ZIP Code (Required)",,,,,,,,
2420G.N401,City Name,Free-form text for city name,R,,,,,,
2420G.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,,,,,,
2420G.N403,Postal Code,Code defining international postal zone code excluding punctuation and blanks (zip code for United States),S,,,,"Zip Code
1-5 digits",,
2420G.N403,,,,,,,"Zip Code Suffix

6-9 digits",,
2420G.N404,Country Code,Code identifying the country,S,,,,,,
2420G.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,
Loop 2420H  — AMBULANCE DROP-OFF LOCATION (Situational) Loop Repeat: 1,,,,,,,,,
NM1,Segment - NM1 Ambulance Drop-off Location (Situational),,,,,,,,
2420H.NM101,Entity Identifier Code,"Code identifying an organizational entity, a physical location, property or an
individual",R,45 :  Drop-off Location,,,,,
2420H.NM102,Entity Type Qualifier,Code qualifying the type of entity,R,2 : Non-Person Entity,,,,,
2420H.NM103,Name Last or Organization Name,Individual last name or organizational name,S,,,,,,
N3,Segment - N3 Ambulance Drop-off Location Address (Required),,,,,,,,
2420H.N301,Address Information,Address Information,R,,,,Address line 1,,
2420H.N302,Address Information,Address Information,S,,,,Address line 2,,
N4,"Segment - N4 Ambulance Drop-off Location City, State, ZIP Code (Required)",,,,,,,,
2420H.N401,City Name,Free-form text for city name,R,,,,City,,
2420H.N402,State or Province Code,Code (Standard State/Province) as defined by appropriate government agency,S,,,,State,,
2420H.N403,Postal Code,Code defining international postal zone code excluding punctuation and blanks (zip code for United States),S,,,,Zip Code,,
2420H.N403,,,,,,,Zip Code Suffix,,
2420H.N404,Country Code,Code identifying the country,S,,,,Country,,
2420H.N407,Country Subdivision Code,Code identifying the country subdivision,S,,,,,,
"Loop 2430   — LINE ADJUDICATION INFORMATION(Situational) Loop Repeat: 15

1. Service line cob mapping under - /invoiceAttachment/eobAttachment/submittedEobPaymentInformation/lineEobInformation will happen based upon the matching of 2430.SVD01 against the 2330B.NM109.

2. The below header/sub tag mapping will have sum of all the different payer amounts for each of the service line.
/serviceLineItem/eobPaymentInformation",,,,,,,,,
SVD,Segment - SVD Line Adjudication Information (Situational),,,,,,,,
2430.SVD01,Identification Code,Code identifying a party or other code,R,,611X1,,,,
2430.SVD02,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/netPaidAmount,Net Paid Amount,"If multiple 2430 loops are present, consider and map only the 1st 2430 loop and ignore the other 2430 loops
Note: Multiple 2430 are not possible, this is just to handle the negative scenario",
,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/allowedAmount,Allowed Amount,,
2430.SVD03.01,Product/Service ID Qualifier,Code identifying the type/source of the descriptive number used in Product/Service ID,R,"ER : Jurisdiction Specific Procedure and Supply Codes
HC : Health Care Financing Administration Common
Procedural Coding System (HCPCS) Codes
IV :Home Infusion EDI Coalition (HIEC) Product/Service
Code",HC,,,,
2430.SVD03.02,Product/Service ID,Identifying number for a product or service,R,,90837,,,,
2430.SVD03.03,Procedure Modifier,"This identifies special circumstances related to the performance of the
service, as defined by trading partners",S,,HE,,,,
2430.SVD03.04,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,GT,,,,
2430.SVD03.05,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,GT,,,,
2430.SVD03.06,Procedure Modifier,"This identifies special circumstances related to the performance of the service, as defined by trading partners",S,,GT,,,,
2430.SVD03.07,Description,"A free-form description to clarify the related data elements and their
content",S,,,,,,
2430.SVD05,Quantity,Numeric value of quantity/: Paid Service Unit Count,R,,,,,,
2430.SVD06,Assigned Number,Number assigned for differentiation within a transaction set/: Bundled or Unbundled Line Number,S,,,,,,
CAS,Segment - CAS Line Adjustment (Situational),2430 CAS codes received on the each individual service line needs to be mapped to casCodes under “lineeobinformation/lineeobcasCodes”,,,,,,,
2430.CAS01,Claim Adjustment Group Code,Code identifying the general category of payment adjustment,R,"CO : Contractual Obligations
CR : Correction and Reversals
OA : Other adjustments
PI : Payor Initiated Reductions
PR : Patient Responsibility",,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/groupCode,Group Code,,
2430.CAS02,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,R,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/casCode,CAS code,,
2430.CAS03,Monetary Amount,Monetary Amount,R,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/amount,,,
,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/nonCoveredAmount,Non-covered amount.,"Only if Group Code is CO & Reason Code is 96
CAS*CO*96*<Non‑Covered Amount>",
2430.CAS04,Quantity,Numeric value of quantity,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/quantity,Quantity,,
2430.CAS05,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/casCode,CAS code,,
2430.CAS06,Monetary Amount,Monetary amount,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/amount,,,
,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/nonCoveredAmount,Non-covered amount.,"Only if Group Code is CO & Reason Code is 96
CAS*CO*96*<Non‑Covered Amount>",
2430.CAS07,Quantity,Numeric value of quantity,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/quantity,Quantity,,
2430.CAS08,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/casCode,CAS code,,
2430.CAS09,Monetary Amount,Monetary Amount,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/amount,,,
,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/nonCoveredAmount,Non-covered amount.,"Only if Group Code is CO & Reason Code is 96
CAS*CO*96*<Non‑Covered Amount>",
2430.CAS10,Quantity,Numeric value of quantity,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/quantity,Quantity,,
2430.CAS11,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/casCode,CAS code,,
2430.CAS12,Monetary Amount,Monetary Amount,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/amount,,,
,,,,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/nonCoveredAmount,Non-covered amount.,"Only if Group Code is CO & Reason Code is 96
CAS*CO*96*<Non‑Covered Amount>",
2430.CAS13,Quantity,Numeric value of quantity,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/quantity,Quantity,,
2430.CAS14,Claim Adjustment Reason Code,Code identifying the detailed reason the adjustment was made,S,,,professionalClaimIBRequestRoot/professionalClaimIBRequest/professionalClaimSubmitRequestRecordList/professionalClaimSubmitRequestRecord/professionalClaim/serviceLineItems/serviceLineItem/delegatedAttributes/casCodes/casCode/casCode,CAS code,,
